,adam,adams,air,aloha,alright,away,backlash,bacon,boy,cancer,capacity,card,care,career,checklist,classmate,climb,cocacola,comfort,conan,conscience,constant,construction,contradiction,crack,cub,decisions,deprive,diminish,duty,ethics,existence,fake,fewer,flip,fruiti,fun,georgia,grandmother,grief,grow,human,iii,inflation,inmates,instead,kid,lesson,likely,line,marshall,materials,mean,members,mention,methodical,milwaukee,minutes,mountain,news,northeastern,objectives,overly,palestinians,paradigm,paradoxically,paris,pass,pat,piano,pigeon,popular,possibility,potential,price,proclaim,provide,purpose,recommend,remarkable,reproduction,responses,retire,revolution,ring,rockstar,selfconfidence,short,silver,small,sniff,solipsism,solve,soul,space,sunbeam,suppose,swallow,teach,teachers,theyd,time,transcript,ultimately,uniform,unless,ut,webbys,wonderful,writers,yeah
mention,3.0,0.9,7.4,0.0,0.1,11.4,0.0,0.4,3.9,2.1,2.7,0.3,6.9,13.4,0.2,0.2,1.3,0.8,2.2,1.0,1.3,1.3,0.2,0.5,3.0,0.0,4.8,0.3,0.6,1.3,0.2,1.4,0.6,0.5,0.2,0.0,2.5,2.2,2.6,0.1,14.8,20.3,0.0,2.3,0.0,5.5,10.5,4.0,2.2,7.1,0.6,0.6,27.5,6.0,0.0,0.0,0.1,5.6,1.2,4.3,0.8,0.0,0.1,0.0,2.3,0.1,0.5,7.5,0.3,0.4,0.0,0.6,1.8,1.9,3.3,1.1,3.4,6.6,0.9,1.4,0.1,0.0,2.0,1.3,1.3,0.0,1.8,6.0,1.8,9.1,0.3,0.0,2.9,6.3,9.4,0.0,5.2,0.3,14.7,3.2,2.8,75.7,0.9,1.2,0.7,1.9,0.1,0.0,11.9,1.1,2.2
methodical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milwaukee,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.7,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,3.6,0.1,0.0,0.7,0.0,0.0,1.0,2.9,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.4,0.0,0.1,0.0,0.7,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.7,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,7.5,0.0,0.0,0.1,0.1,0.0,0.0,0.7,0.0,0.0
minutes,3.5,3.9,8.1,0.1,4.4,19.3,0.0,0.6,6.8,4.3,3.9,2.8,16.3,22.9,0.5,0.8,1.5,0.0,3.4,0.5,0.6,1.3,0.2,0.1,1.2,1.2,5.3,0.1,1.6,1.4,0.2,1.3,0.3,1.1,1.4,0.0,6.2,2.9,3.4,0.5,19.9,19.8,0.0,0.4,0.0,12.2,28.2,8.6,4.6,14.3,0.7,0.0,43.7,7.5,5.6,0.0,0.1,0.0,1.2,14.8,1.2,0.0,0.0,0.1,0.1,0.2,0.8,15.8,0.8,3.5,0.0,1.7,2.3,4.0,2.5,0.5,7.7,7.7,0.9,2.0,0.0,0.4,2.2,1.4,3.0,0.0,2.4,10.3,1.1,14.7,0.2,0.0,4.3,5.5,14.1,0.0,7.3,0.2,21.3,8.4,2.3,135.7,1.9,3.3,2.4,4.6,0.4,0.0,9.9,2.5,9.0
mountain,2.5,0.5,2.7,0.0,0.0,9.6,0.0,0.7,1.1,0.3,0.5,0.5,1.9,8.7,0.0,0.0,24.4,0.0,0.7,0.0,0.3,0.4,0.1,0.1,0.3,0.0,1.2,0.0,0.5,0.4,0.2,0.6,0.0,1.3,0.6,0.0,1.6,0.0,0.5,0.7,9.5,3.1,0.0,0.0,0.0,4.6,4.2,2.0,2.7,2.6,0.1,0.2,6.3,1.4,1.2,0.0,0.0,1.2,0.0,1.2,1.6,0.0,0.0,0.4,1.2,0.0,0.8,7.7,0.0,0.0,0.0,0.1,0.4,0.5,0.3,0.0,1.2,1.9,0.1,1.9,0.0,0.0,0.7,0.8,0.1,0.0,0.3,3.4,0.4,9.5,0.2,0.0,0.3,5.5,4.7,0.0,1.7,0.0,7.3,0.6,0.1,48.3,0.0,0.5,0.2,2.4,0.0,0.0,2.1,0.2,0.5
news,2.1,1.1,9.1,0.2,0.4,22.5,0.0,1.3,5.9,10.9,4.6,5.3,19.6,21.0,0.2,0.0,2.9,0.8,3.9,0.1,0.7,2.3,0.4,0.0,2.8,1.3,3.0,0.6,0.9,0.6,0.9,3.0,2.0,2.3,2.6,0.1,9.8,1.1,2.6,0.4,24.5,25.9,0.3,0.3,0.0,13.5,22.6,11.7,7.2,15.1,0.5,0.5,44.4,8.5,4.3,0.0,0.0,14.8,1.2,0.0,1.4,0.0,0.7,0.1,0.6,0.2,1.5,14.8,0.1,1.7,0.0,2.8,4.1,5.3,2.7,1.8,6.7,11.2,1.7,1.6,0.3,0.9,0.6,4.5,1.5,0.0,1.2,14.3,0.9,15.3,0.2,0.0,4.9,5.6,6.9,0.0,13.2,0.2,26.4,8.7,3.7,142.9,1.4,4.1,1.0,4.5,0.4,2.1,13.9,5.2,4.7
northeastern,0.0,0.0,3.0,0.0,0.0,5.2,0.2,0.0,0.8,0.8,2.4,0.0,3.6,4.8,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,1.2,0.0,0.0,0.0,0.0,4.8,1.0,4.4,3.0,0.0,0.0,3.8,2.0,0.8,0.0,0.0,1.2,1.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.8,1.4,0.2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.8,0.0,0.8,0.6,0.0,2.6,0.0,1.6,0.0,0.8,0.0,2.0,0.6,0.0,17.2,0.1,0.2,0.0,0.2,0.0,0.0,1.8,0.0,0.6
objectives,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.1,0.0,1.5,0.0,0.0,0.8,0.0,0.0,0.3,0.0,1.6,0.0,0.4,0.3,0.6,0.0,0.0,0.0,0.2,0.1,0.0,0.9,0.0,1.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,2.2,0.0,0.0,0.0,1.2,0.1,0.3,0.3,0.4,1.2,2.7,4.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.5,0.1,0.3,0.5,0.6,0.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,1.2,0.0,0.0,1.1,0.0,0.6,0.0,0.0,0.0,1.8,2.0,0.0,5.9,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
overly,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.1,0.4,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.8,0.9,0.0,0.0,0.0,0.3,0.5,0.1,0.0,0.4,0.0,0.0,1.5,0.3,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.7,0.2,0.1,3.7,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.0,0.2
palestinians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.8,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.5,0.0,0.2,0.0,0.4,0.5,0.1,0.0,0.2,0.0,0.0,1.5,0.4,0.0,0.0,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.5,0.2,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
paradigm,0.0,1.1,0.7,0.0,0.0,1.7,0.0,2.7,0.2,0.0,1.4,0.1,0.7,1.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.1,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,5.0,6.4,0.0,0.0,0.0,2.8,0.4,0.5,0.3,1.8,0.1,0.2,10.8,0.3,2.3,0.0,0.0,0.1,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,0.2,0.0,0.0,0.1,0.4,0.3,0.0,1.3,4.2,0.2,0.1,1.8,0.0,0.0,0.5,0.2,0.0,0.0,1.1,0.1,3.2,0.0,0.0,0.5,0.0,2.5,0.0,0.8,0.0,8.8,0.3,0.0,16.0,0.0,0.2,0.0,0.8,0.0,0.0,2.2,1.3,0.1
paradoxically,0.0,0.2,0.2,0.0,0.2,1.3,0.0,0.0,0.1,0.5,0.2,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,1.2,0.0,0.0,0.0,0.6,1.2,0.8,0.1,0.3,0.0,0.0,1.6,0.2,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.3,0.2,0.1,0.2,1.7,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.4,0.0,0.0,0.1,0.3,0.2,0.0,0.3,0.0,0.9,0.1,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.0
paris,0.2,0.9,1.8,0.0,0.0,4.1,0.0,0.0,0.9,0.7,1.4,0.6,1.4,2.1,0.0,0.0,1.0,0.0,0.6,0.0,0.2,0.1,0.1,0.0,0.3,0.0,0.2,0.1,0.2,0.2,0.0,0.3,0.1,0.6,0.0,0.0,0.3,0.6,0.6,0.0,4.1,2.6,0.0,0.0,0.0,2.0,5.6,1.2,1.7,2.5,1.2,0.0,8.7,2.0,0.5,0.0,0.0,0.8,0.8,1.5,2.4,0.1,0.0,0.0,0.2,0.0,0.0,2.0,0.0,1.4,0.0,0.4,0.4,0.9,0.3,0.3,0.8,1.3,0.1,0.1,0.0,0.0,0.1,1.8,0.4,0.0,0.0,1.7,0.0,1.9,0.0,0.0,0.7,0.4,1.4,0.0,1.0,0.0,5.6,0.7,0.0,22.5,0.0,1.0,0.3,0.5,0.0,0.0,0.6,0.7,1.1
pass,3.4,1.1,7.9,0.1,5.1,35.6,0.0,0.5,11.3,4.3,5.7,3.0,31.0,33.5,0.7,1.1,12.0,0.0,6.3,1.2,2.7,2.6,2.0,1.6,1.3,1.2,6.5,1.5,1.2,4.2,0.7,6.9,1.1,2.2,1.9,0.0,8.0,1.1,2.8,1.1,34.1,41.7,1.0,0.6,1.2,17.5,50.5,19.5,8.4,29.6,1.4,1.5,77.6,13.0,7.5,0.0,1.6,15.8,7.7,14.8,0.0,0.5,0.2,0.2,1.9,0.1,2.0,0.0,0.2,2.2,0.0,10.0,4.3,8.3,4.5,0.6,9.7,21.4,2.3,4.2,0.4,0.5,5.4,3.5,5.2,0.0,3.0,15.5,2.9,25.9,0.1,0.0,5.9,20.9,12.5,0.0,16.0,0.9,49.5,18.6,7.8,229.7,1.9,4.7,2.3,7.5,0.6,0.7,16.7,3.7,10.8
pat,0.0,0.1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.9,0.1,0.1,1.4,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,1.1,0.1,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.7,0.9,0.0,0.0,0.0,0.3,1.6,0.0,0.4,0.9,0.0,0.0,0.8,0.5,0.3,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.2,0.1,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.3,0.0,0.1,4.7,0.2,0.0,0.0,0.4,0.1,0.0,0.8,0.0,0.2
piano,0.4,0.5,2.5,0.0,0.0,7.8,0.0,0.0,0.9,0.5,0.7,0.6,2.7,3.7,0.0,0.4,0.1,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.6,0.0,0.6,0.0,0.0,1.1,0.0,0.0,0.0,0.4,0.0,3.8,5.8,0.0,0.0,0.0,2.1,2.5,0.6,0.5,1.2,0.0,0.0,16.3,1.8,0.4,0.0,0.4,3.5,0.0,1.7,0.0,0.0,0.0,0.0,0.2,0.0,1.4,2.2,0.0,0.0,0.0,0.8,0.0,0.5,0.3,0.5,0.6,4.2,0.0,0.1,0.0,0.0,1.1,0.0,2.8,0.0,0.0,0.2,0.1,7.8,0.0,0.0,0.2,2.4,4.3,0.0,3.8,0.0,9.0,1.2,0.0,38.7,0.0,0.1,0.4,1.3,0.0,0.0,0.3,1.9,2.4
pigeon,0.0,0.0,0.0,0.0,0.0,3.2,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0.0,3.2,0.8,0.0,0.0,0.8,0.0,0.0,1.6,0.0,0.0
popular,0.5,0.3,0.7,0.0,0.0,7.7,0.0,0.0,1.4,0.2,0.8,0.5,14.8,4.9,0.0,0.1,1.6,0.0,2.1,0.0,0.2,0.5,0.0,0.2,0.2,0.0,0.3,0.9,0.1,0.3,0.0,0.8,0.2,0.4,0.4,0.0,2.0,0.2,0.2,0.0,6.7,12.4,0.0,0.0,0.0,2.9,12.4,1.3,0.8,6.5,0.0,2.0,20.0,1.7,0.6,0.0,0.1,1.7,0.1,2.8,0.0,0.5,0.0,0.0,0.0,0.2,0.4,10.0,0.3,0.8,0.0,0.0,0.3,2.1,1.8,0.5,2.8,11.7,0.2,3.0,0.1,0.3,1.2,0.7,1.2,0.3,0.0,4.5,0.5,6.1,0.0,0.0,0.7,2.7,0.9,0.0,4.5,0.3,9.0,2.2,0.4,38.8,0.2,1.1,0.1,1.7,0.1,0.0,3.5,1.0,1.2
possibility,0.0,0.0,1.3,0.0,0.5,7.7,0.0,0.1,1.3,1.8,1.9,0.0,5.8,7.9,0.0,0.2,1.1,0.0,0.9,0.0,0.7,0.7,0.1,0.0,1.2,0.0,2.2,0.6,0.9,2.0,0.2,0.7,0.2,0.4,0.0,0.0,1.6,0.0,1.3,0.0,8.2,10.2,0.6,0.0,0.0,4.3,6.4,2.0,2.6,5.5,1.2,0.1,15.6,3.0,1.8,0.0,0.0,2.3,0.4,4.1,0.8,0.1,0.2,0.0,0.1,0.0,0.4,4.3,0.0,0.0,0.0,0.3,0.0,1.8,1.3,0.1,2.9,4.3,0.4,1.0,0.2,0.1,0.4,1.4,0.2,0.3,1.9,4.3,0.1,4.6,0.2,0.0,1.2,1.2,2.7,0.0,2.6,0.4,8.9,2.1,0.3,42.5,0.1,1.6,0.4,1.1,0.0,0.0,1.9,0.1,0.8
potential,2.2,0.0,3.4,0.1,0.1,11.3,0.0,0.0,1.7,1.5,2.9,3.4,13.8,17.1,0.0,0.0,2.3,1.5,1.7,0.5,0.7,0.8,0.7,0.9,0.5,0.0,2.2,0.7,0.7,1.6,1.2,1.4,0.1,0.6,0.3,0.0,4.8,1.3,0.4,0.6,13.5,18.2,0.2,0.0,1.2,8.9,12.3,6.9,4.6,6.9,0.7,0.6,28.7,7.3,1.9,0.0,0.7,4.0,0.5,5.3,2.0,0.3,0.0,0.0,0.4,0.3,0.9,8.3,0.2,0.5,0.0,2.1,1.8,0.0,1.0,0.2,4.9,21.7,1.9,1.3,0.2,0.6,0.7,1.5,1.3,0.0,1.1,7.4,0.1,13.2,0.2,0.1,3.8,1.3,3.9,0.0,3.1,0.7,17.0,6.7,0.5,89.0,0.5,3.9,0.7,1.7,0.9,1.4,8.2,1.3,0.7
price,0.6,0.6,1.1,0.0,1.0,3.3,0.1,0.0,2.6,0.5,3.0,0.2,7.6,7.6,0.1,0.0,1.5,0.1,2.1,0.0,1.3,0.7,0.2,0.1,0.1,0.0,3.1,0.5,0.2,1.7,0.0,1.4,0.1,0.3,0.1,0.0,0.9,1.0,0.1,0.0,8.4,11.6,0.1,5.3,0.0,3.1,6.0,1.6,1.2,3.6,0.3,1.0,15.4,4.2,3.3,0.0,0.0,2.5,0.3,2.7,0.0,0.5,0.2,0.8,0.3,0.2,0.3,4.5,0.1,0.3,0.0,1.8,1.3,1.0,0.0,0.2,6.1,5.2,0.2,0.7,0.1,0.0,0.7,2.5,0.5,0.0,0.1,2.9,1.7,6.1,0.0,0.0,1.4,0.7,2.6,0.0,1.7,0.4,9.4,4.0,0.5,49.0,0.0,1.2,0.3,1.1,0.1,0.0,3.2,0.3,1.0
proclaim,0.0,0.1,0.4,0.0,0.0,1.8,0.0,0.0,0.2,0.1,0.5,0.0,1.2,0.2,0.0,0.0,0.3,0.0,0.2,0.0,0.1,1.0,0.0,0.1,0.2,0.0,0.0,0.7,0.1,0.4,0.1,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,2.3,9.0,0.0,0.3,0.0,1.4,0.7,0.2,0.5,1.6,1.2,0.3,3.6,0.9,1.1,0.0,0.0,0.5,0.0,1.8,0.0,0.6,0.0,0.0,0.0,0.1,0.3,0.6,0.1,0.5,0.0,0.5,0.1,0.2,0.2,0.0,0.5,1.6,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.1,0.0,2.2,0.0,0.0,1.1,0.6,0.9,0.0,0.5,0.0,2.2,0.5,0.0,9.7,0.0,0.2,0.0,0.4,0.0,0.0,0.7,0.3,0.1
provide,2.7,1.6,3.7,0.0,0.9,11.6,0.0,0.6,4.3,3.4,4.2,1.6,18.9,23.1,0.0,0.2,3.3,0.1,3.9,0.1,2.6,2.4,1.9,0.1,1.3,0.0,4.4,1.8,1.4,3.3,0.5,2.7,0.2,1.3,0.1,0.0,1.8,1.1,2.0,0.5,18.1,34.3,0.0,2.8,3.6,9.5,11.3,6.5,5.9,7.5,0.2,1.0,33.9,11.3,3.4,0.0,2.1,7.7,1.2,6.7,0.8,0.6,0.2,0.5,1.3,0.2,0.8,9.7,0.1,0.6,1.6,2.8,2.9,4.9,6.1,0.5,0.0,16.9,0.9,1.2,0.1,0.5,1.7,3.6,1.2,0.0,1.1,9.3,0.7,15.8,0.0,0.0,6.3,4.6,4.9,0.0,3.5,0.7,24.2,6.0,0.8,101.0,0.3,3.9,0.7,2.5,0.0,0.7,6.4,1.3,0.6
purpose,0.6,1.7,6.9,0.0,0.0,36.6,0.6,0.4,3.8,9.4,7.9,3.8,44.4,34.2,0.0,0.1,2.7,0.1,5.8,0.0,3.7,2.2,0.7,0.7,1.3,0.0,4.6,2.7,1.3,5.0,2.3,4.5,1.7,0.9,5.7,0.0,3.2,0.5,0.4,0.6,53.4,54.5,0.0,2.4,0.1,25.6,45.6,15.5,8.5,32.6,1.5,2.2,63.9,15.6,6.6,0.0,0.0,7.7,1.9,11.2,1.4,0.9,0.3,0.1,4.2,1.7,1.3,21.4,0.4,4.2,0.0,11.7,4.3,21.7,5.2,1.6,16.9,0.0,3.5,1.7,2.8,7.2,3.9,3.7,4.1,0.0,15.1,10.0,0.9,30.3,0.2,0.0,7.2,7.2,10.7,0.0,6.2,0.1,62.0,7.3,7.3,251.1,0.6,3.3,1.3,4.5,0.3,0.0,12.1,1.0,2.3
recommend,0.6,0.0,0.4,0.0,0.0,4.2,0.2,0.0,0.4,1.0,0.8,0.2,2.9,2.6,0.0,0.0,0.6,0.0,0.9,1.0,0.2,0.6,0.3,0.0,0.0,0.0,0.3,0.2,0.1,0.2,0.2,0.4,0.3,0.1,0.0,0.0,1.9,0.0,0.0,0.0,2.5,6.4,0.0,0.1,0.0,1.6,1.6,2.5,1.4,2.6,0.2,0.1,8.2,2.0,0.9,0.0,0.0,0.9,0.1,1.7,0.2,0.0,0.0,0.0,0.2,0.1,0.1,2.3,0.0,0.0,0.0,0.2,0.4,1.9,0.2,0.3,0.9,3.5,0.0,0.0,0.9,0.1,0.4,0.2,0.0,0.0,0.0,2.2,0.1,3.3,0.0,0.0,0.6,0.9,0.7,0.0,2.8,0.1,3.4,0.4,0.4,19.3,0.2,0.2,0.0,0.9,0.4,0.0,2.0,0.5,1.0
remarkable,0.0,0.4,0.8,0.0,0.2,5.2,0.0,0.0,1.9,0.8,0.8,1.5,7.1,5.8,0.2,0.4,0.5,0.7,0.9,0.1,0.4,0.5,0.0,0.2,0.1,0.0,1.0,0.0,0.5,0.1,0.6,0.4,0.0,0.5,0.1,0.0,1.3,0.5,0.5,0.0,6.2,7.6,0.0,0.2,0.0,3.1,5.1,3.2,2.0,3.1,0.5,0.4,14.2,2.4,1.4,0.0,0.0,2.0,1.9,1.6,0.0,0.0,0.0,0.5,0.1,0.1,0.1,4.2,0.0,0.1,0.0,3.0,1.0,1.3,0.7,0.2,1.2,1.7,0.0,0.0,0.0,0.0,0.7,1.0,0.7,0.0,0.2,4.1,0.1,5.3,0.0,0.0,1.8,1.3,6.3,0.0,4.3,0.0,4.1,2.5,1.0,36.0,0.1,0.6,0.4,0.6,0.0,0.0,5.0,1.1,1.0
reproduction,0.2,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,7.6,0.1,0.0,0.0,1.2,1.5,0.9,1.0,0.3,0.0,0.0,8.4,0.3,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.2,0.2,0.1,0.0,0.1,2.8,0.9,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.2,0.4,2.5,0.0,0.0,0.1,0.0,0.9,0.0,0.2,0.0,1.8,0.1,0.0,7.1,0.0,0.0,0.1,2.8,0.0,0.0,0.4,0.0,0.0
responses,0.1,0.4,0.3,0.0,0.0,1.5,0.0,0.0,0.3,0.7,2.2,0.0,1.3,1.0,0.0,0.0,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.2,1.1,0.0,0.0,0.0,0.9,1.9,0.1,0.7,0.9,0.1,0.0,3.3,0.5,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.3,0.1,0.6,0.0,0.0,0.5,7.2,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.9,0.1,1.3,0.0,0.0,0.0,0.3,0.7,0.0,0.7,0.0,1.6,0.8,0.2,9.5,0.0,0.2,0.1,0.1,0.0,0.0,0.5,0.6,0.0
