,adam,adams,air,aloha,alright,away,backlash,bacon,boy,cancer,capacity,card,care,career,checklist,classmate,climb,cocacola,comfort,conan,conscience,constant,construction,contradiction,crack,cub,decisions,deprive,diminish,duty,ethics,existence,fake,fewer,flip,fruiti,fun,georgia,grandmother,grief,grow,human,iii,inflation,inmates,instead,kid,lesson,likely,line,marshall,materials,mean,members,mention,methodical,milwaukee,minutes,mountain,news,northeastern,objectives,overly,palestinians,paradigm,paradoxically,paris,pass,pat,piano,pigeon,popular,possibility,potential,price,proclaim,provide,purpose,recommend,remarkable,reproduction,responses,retire,revolution,ring,rockstar,selfconfidence,short,silver,small,sniff,solipsism,solve,soul,space,sunbeam,suppose,swallow,teach,teachers,theyd,time,transcript,ultimately,uniform,unless,ut,webbys,wonderful,writers,yeah
retire,0.1,0.1,2.6,0.0,0.0,7.2,0.0,0.0,2.3,0.1,0.4,0.6,3.5,8.6,0.0,0.2,0.5,0.0,0.4,0.5,0.2,0.0,0.0,0.0,0.6,0.0,1.4,0.0,0.1,0.4,0.0,0.4,0.3,0.1,0.8,0.0,0.6,0.6,0.7,0.0,7.3,2.5,0.0,0.0,0.0,2.6,7.2,3.3,0.5,3.2,0.0,0.2,12.9,1.9,2.0,0.0,0.7,2.2,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.4,0.1,1.1,0.0,1.2,0.4,0.7,0.7,0.0,1.7,3.9,0.4,0.7,0.0,0.1,0.0,0.5,0.5,0.0,2.0,2.0,0.7,4.4,0.0,0.0,0.5,1.1,1.9,0.0,2.1,0.2,11.0,3.3,1.6,33.0,0.1,0.3,0.0,0.6,0.1,0.0,3.4,0.6,1.7
revolution,0.0,2.0,3.5,0.0,0.1,7.8,0.5,0.0,1.5,2.1,1.8,0.8,7.2,6.5,0.0,0.0,3.1,0.0,0.8,0.0,0.8,1.3,0.0,0.0,1.0,0.0,3.9,0.7,0.1,0.6,2.0,0.5,0.5,0.8,0.0,0.1,1.3,0.9,0.5,0.0,5.6,11.1,0.0,0.0,0.3,4.1,9.3,1.8,4.2,6.0,0.7,0.6,13.9,4.1,1.3,0.0,0.0,1.4,0.8,4.5,3.0,0.0,0.2,0.0,0.5,0.0,1.8,3.5,0.0,0.0,0.0,0.7,1.4,1.5,2.5,0.0,3.6,3.7,0.2,1.0,0.9,0.0,0.5,0.0,0.6,0.0,0.3,3.5,0.2,3.0,0.1,0.0,2.0,5.0,3.4,0.0,1.2,0.4,5.9,0.8,1.2,45.2,0.0,1.9,0.5,0.8,0.4,0.0,3.6,0.1,2.0
ring,0.9,0.2,2.8,0.0,1.5,11.6,0.0,0.0,1.3,0.5,1.0,0.8,6.0,6.9,0.0,0.1,1.5,0.0,1.4,0.0,1.1,2.8,0.3,0.0,0.4,0.1,1.0,0.0,0.1,0.7,0.4,0.8,0.3,0.3,0.7,0.0,1.4,0.0,0.9,0.3,5.9,4.9,0.0,0.0,0.0,5.1,6.0,1.1,1.6,8.2,0.2,0.1,18.3,2.8,1.3,0.0,0.1,3.0,0.1,1.5,0.0,0.0,0.0,0.0,0.2,0.0,0.4,5.2,0.0,2.8,0.0,1.2,0.2,1.3,0.5,0.2,1.2,4.1,0.0,0.7,0.1,0.1,0.5,0.6,0.0,0.0,0.3,3.0,0.4,6.4,0.0,0.0,0.3,2.5,1.7,0.0,2.2,0.0,10.3,1.8,0.6,47.4,0.6,0.6,5.5,1.3,1.8,0.0,1.5,1.0,1.7
rockstar,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfconfidence,0.0,0.1,0.2,0.0,0.0,6.5,0.0,0.0,0.1,0.0,0.3,0.2,1.2,17.2,0.0,0.0,0.4,0.0,0.9,0.0,0.4,0.1,0.4,0.0,0.1,0.0,1.9,0.1,0.0,0.4,0.0,1.1,1.7,0.0,0.0,0.0,0.3,0.1,0.0,0.0,18.1,4.0,0.0,0.0,0.0,1.3,2.7,2.1,0.3,6.0,0.0,0.8,4.0,0.9,1.8,0.0,0.7,2.4,0.3,1.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.9,1.1,0.1,0.0,1.1,15.1,0.0,0.2,0.0,0.0,2.0,0.3,0.3,0.0,0.0,2.5,0.0,1.3,0.0,0.0,2.6,2.0,0.4,0.0,0.1,0.0,7.7,0.1,0.0,27.4,0.0,0.3,0.1,1.9,0.0,0.0,2.6,0.0,0.4
short,1.1,1.8,7.2,0.0,2.3,23.5,0.3,0.6,8.4,3.8,9.9,3.6,17.7,24.4,0.0,0.8,5.6,0.1,4.3,2.3,2.6,2.9,1.3,0.4,2.3,0.3,5.1,1.7,2.6,2.5,1.5,2.2,0.8,1.5,1.3,0.0,10.2,0.4,4.4,0.4,26.6,41.8,0.2,0.4,1.2,16.2,24.2,10.5,7.3,17.2,0.2,1.1,61.7,11.7,6.0,0.0,0.8,10.3,3.4,14.3,1.8,0.6,0.2,0.1,1.1,0.7,1.7,15.5,0.5,0.2,0.0,4.5,4.3,7.4,2.9,1.1,9.3,10.0,2.2,4.1,0.2,0.9,2.0,3.5,3.0,0.0,2.5,0.0,0.3,23.3,0.0,0.0,6.5,10.8,9.6,0.0,11.0,0.3,29.9,10.8,1.8,167.7,1.1,5.7,2.2,2.9,0.7,2.1,17.2,6.0,3.8
silver,0.1,0.0,2.2,0.0,0.8,4.0,0.0,0.5,0.7,1.4,0.7,0.2,4.8,1.3,0.0,0.2,0.1,0.0,1.0,0.0,0.1,0.4,0.5,0.0,0.3,0.0,2.4,0.6,0.0,0.2,0.0,0.3,0.1,0.0,0.0,0.0,0.3,0.8,0.6,0.4,2.3,4.9,0.0,1.0,0.0,0.9,2.4,1.9,0.4,6.1,0.0,0.8,5.4,1.4,1.8,0.0,0.0,1.1,0.4,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.9,0.2,0.1,0.0,0.5,0.1,0.1,1.7,0.0,0.7,0.9,0.1,0.1,0.4,0.1,0.7,0.2,0.4,0.0,0.0,0.3,0.0,3.7,0.0,0.0,0.6,1.9,2.6,0.0,1.0,0.1,5.1,1.7,0.8,25.1,0.2,0.1,0.4,0.4,0.0,0.0,8.4,0.0,0.2
small,1.6,1.5,14.5,0.0,0.8,44.2,0.0,1.7,10.7,26.0,7.4,8.7,35.4,42.4,0.5,0.6,14.1,0.8,6.6,2.7,3.4,7.0,1.3,0.1,2.2,0.0,12.3,1.7,1.5,8.7,2.0,6.0,0.3,2.3,2.3,0.0,8.0,1.3,4.4,1.6,41.8,66.8,0.3,1.0,1.4,25.1,38.6,22.8,8.4,25.2,2.3,2.6,103.0,22.3,9.1,0.0,0.8,14.7,9.5,15.3,0.8,1.2,0.5,0.5,3.2,0.4,1.9,25.9,0.2,7.8,0.0,6.1,4.6,13.2,6.1,2.2,15.8,30.3,3.3,5.3,2.5,1.3,4.4,3.0,6.4,0.0,1.3,23.3,3.7,0.0,0.1,0.0,12.1,12.7,20.3,0.1,11.8,0.5,54.7,12.3,3.4,279.4,1.1,10.7,5.3,8.1,2.4,2.1,23.6,5.2,6.8
sniff,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.5,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.3,0.0,0.0,0.3,0.4,0.3,0.0,0.0,0.2,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.3
solipsism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solve,1.0,0.0,3.3,0.0,1.1,12.1,0.0,0.0,2.1,3.4,3.1,2.1,13.0,12.3,0.0,0.3,2.3,0.0,1.7,0.0,0.3,1.1,1.7,1.1,0.3,0.1,3.5,0.9,0.2,1.8,0.5,2.5,0.2,1.2,0.1,0.0,4.2,0.0,0.1,0.0,16.9,29.2,0.0,1.6,2.4,3.9,12.6,5.0,4.5,7.2,1.5,1.8,27.0,7.3,2.9,0.0,0.0,4.3,0.3,4.9,2.6,1.1,0.0,0.1,0.5,0.1,0.7,5.9,0.0,0.2,0.0,0.7,1.2,3.8,1.4,1.1,6.3,7.2,0.6,1.8,0.1,0.0,0.5,2.0,0.3,0.0,2.6,6.5,0.6,12.1,0.3,0.0,0.0,2.8,4.8,0.0,3.0,0.0,13.3,3.6,0.8,75.9,0.6,1.6,0.4,2.3,0.0,2.1,7.9,0.9,2.1
soul,3.0,0.3,14.5,0.0,1.8,23.6,0.0,0.4,2.1,3.5,1.9,1.9,10.1,14.5,0.0,0.3,2.2,0.0,7.5,0.1,9.0,1.6,6.4,0.3,0.4,0.2,2.1,1.0,0.1,12.9,0.2,2.5,0.8,1.0,0.6,0.0,5.6,0.1,0.3,0.6,21.9,38.2,0.0,0.3,0.0,6.3,11.7,5.3,2.2,15.8,0.1,0.1,32.8,2.5,6.3,0.0,0.0,5.5,5.5,5.6,0.0,0.0,0.0,0.5,0.0,0.3,0.4,20.9,0.0,2.4,1.6,2.7,1.2,1.3,0.7,0.6,4.6,7.2,0.9,1.3,0.0,0.3,1.1,5.0,2.5,0.6,2.0,10.8,1.9,12.7,0.0,0.0,2.8,0.0,11.7,0.0,3.8,0.2,50.6,3.3,0.3,100.9,0.4,2.7,0.1,2.0,0.0,0.7,9.9,0.5,2.8
space,0.2,0.8,7.4,0.0,0.6,19.0,0.0,0.9,6.4,7.4,6.6,1.5,9.1,12.7,2.2,0.0,7.9,0.2,2.8,0.2,1.4,2.2,0.5,0.2,0.8,2.2,2.6,0.7,0.8,2.2,0.6,3.9,0.4,0.6,1.2,0.1,3.8,0.1,1.5,0.6,23.2,41.5,0.1,1.5,0.0,11.1,17.0,10.6,4.0,10.1,0.3,1.9,49.4,7.5,9.4,0.0,0.0,14.1,4.7,6.9,1.6,0.6,0.1,0.1,2.5,0.2,1.4,12.5,0.5,4.3,1.6,0.9,2.7,3.9,2.6,0.9,4.9,10.7,0.7,6.3,0.9,0.7,1.9,3.4,1.7,0.0,0.4,9.6,2.6,20.3,0.2,0.0,4.8,11.7,0.0,0.0,8.9,0.2,19.5,5.9,1.3,133.3,0.1,2.4,0.7,2.6,0.0,0.7,17.3,1.4,1.9
sunbeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suppose,4.1,1.5,4.9,0.2,0.5,24.3,0.8,0.0,5.6,4.8,3.2,4.8,18.0,19.1,2.3,0.7,2.7,0.0,3.6,1.0,0.4,1.6,0.1,0.9,0.8,0.1,1.5,0.6,0.5,1.0,0.3,4.8,0.3,1.9,1.1,0.1,7.6,0.7,2.3,1.0,22.5,27.7,0.1,1.0,0.0,10.4,22.6,7.0,7.8,19.0,1.0,0.6,60.4,7.6,5.2,0.0,0.1,7.3,1.7,13.2,0.8,0.0,0.4,0.0,0.8,0.3,1.0,16.0,0.5,3.8,0.0,4.5,2.6,3.1,1.7,0.5,3.5,6.2,2.8,4.3,0.2,0.7,2.1,1.2,2.2,0.0,0.1,11.0,1.0,11.8,0.0,0.0,3.0,3.8,8.9,0.0,0.0,0.4,26.9,5.5,2.9,138.6,0.9,2.0,1.1,5.1,0.2,0.0,12.2,4.6,4.5
swallow,0.1,0.0,0.5,0.0,0.2,1.3,0.5,0.0,0.0,0.1,0.3,0.0,1.7,2.7,0.0,0.0,0.4,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.2,0.3,0.1,0.0,0.6,0.0,0.1,0.3,0.7,0.1,0.0,0.0,0.0,0.5,2.1,0.5,0.3,0.2,0.1,0.0,3.8,0.9,0.3,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.4,0.7,0.4,0.0,0.7,0.1,0.1,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.3,0.1,0.5,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,2.0,0.6,0.0,8.8,0.1,0.5,0.0,0.3,0.1,0.0,0.3,0.1,0.6
teach,6.6,4.3,19.8,0.1,1.4,65.7,0.8,2.2,19.0,8.1,13.7,6.6,52.0,82.2,0.2,0.9,9.5,0.1,10.9,0.8,5.1,5.6,1.4,0.8,4.8,2.5,10.8,2.2,1.7,9.6,2.4,7.5,1.9,3.1,2.7,0.1,14.8,1.7,7.3,2.6,77.9,75.8,0.2,0.6,2.5,35.5,73.3,31.2,13.1,40.4,2.0,5.2,138.6,28.4,14.7,0.0,0.1,21.3,7.3,26.4,2.0,1.8,0.7,0.5,8.8,0.9,5.6,49.5,0.3,9.0,1.6,9.0,8.9,17.0,9.4,2.2,24.2,62.0,3.4,4.1,1.8,1.6,11.0,5.9,10.3,0.0,7.7,29.9,5.1,54.7,0.1,0.0,13.3,50.6,19.5,0.0,26.9,2.0,0.0,33.0,7.0,379.8,0.8,14.4,4.1,12.2,10.5,6.3,35.3,7.8,9.7
teachers,0.7,2.1,4.4,0.0,0.9,13.1,0.6,0.0,7.9,1.6,12.4,3.1,16.0,18.8,0.0,0.7,2.2,0.8,3.4,0.7,0.9,1.2,0.1,1.3,0.2,0.4,5.7,0.5,0.3,0.7,0.3,3.0,0.0,1.2,1.3,0.0,4.3,1.3,2.2,1.8,20.5,26.1,0.1,0.3,0.0,11.6,28.7,10.0,3.9,12.4,0.6,2.1,51.2,7.8,3.2,0.0,0.0,8.4,0.6,8.7,0.6,2.0,0.2,0.2,0.3,0.1,0.7,18.6,0.0,1.2,0.0,2.2,2.1,6.7,4.0,0.5,6.0,7.3,0.4,2.5,0.1,0.8,3.3,0.8,1.8,0.0,0.1,10.8,1.7,12.3,0.1,0.0,3.6,3.3,5.9,0.0,5.5,0.6,33.0,0.0,4.9,113.6,0.7,3.9,0.8,3.1,1.6,0.7,10.4,3.3,3.3
theyd,0.0,0.5,2.6,0.0,0.0,6.2,0.0,0.0,2.2,0.1,0.7,0.7,5.4,5.1,0.0,0.1,0.4,0.0,0.1,1.0,0.5,0.4,0.0,0.0,0.1,0.1,2.4,0.2,0.0,0.8,0.0,0.1,0.2,0.3,0.2,0.2,1.2,0.8,1.0,0.0,5.3,2.6,0.0,0.2,0.0,2.8,9.3,3.3,0.5,4.3,0.5,0.0,12.0,2.4,2.8,0.0,0.0,2.3,0.1,3.7,0.0,0.0,0.1,0.5,0.0,0.2,0.0,7.8,0.1,0.0,0.0,0.4,0.3,0.5,0.5,0.0,0.8,7.3,0.4,1.0,0.0,0.2,1.6,1.2,0.6,0.0,0.0,1.8,0.8,3.4,0.0,0.0,0.8,0.3,1.3,0.0,2.9,0.0,7.0,4.9,0.0,30.4,0.3,1.0,0.3,0.3,0.1,0.0,4.2,1.1,2.2
time,33.0,28.4,83.6,1.9,42.1,342.1,3.7,6.9,83.6,76.9,99.9,47.9,258.8,377.8,10.1,10.3,79.6,2.4,56.8,17.0,17.0,34.6,7.4,4.1,24.8,15.2,71.4,13.4,13.8,33.6,13.5,37.7,7.1,22.9,22.6,0.3,87.1,12.4,20.1,13.6,348.8,414.4,4.5,19.4,3.5,199.9,347.4,142.5,78.5,240.5,22.0,11.3,795.6,149.3,75.7,0.0,7.5,135.7,48.3,142.9,17.2,5.9,3.7,6.9,16.0,2.8,22.5,229.7,4.7,38.7,3.2,38.8,42.5,89.0,49.0,9.7,101.0,251.1,19.3,36.0,7.1,9.5,33.0,45.2,47.4,0.3,27.4,167.7,25.1,279.4,2.0,0.1,75.9,100.9,133.3,0.0,138.6,8.8,379.8,113.6,30.4,0.0,15.2,61.0,25.9,64.6,12.5,17.5,171.5,35.2,80.3
transcript,0.0,0.2,0.9,0.0,0.1,2.8,0.1,0.1,0.3,0.0,0.2,0.1,1.6,2.7,0.0,0.1,0.4,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.1,0.0,1.3,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.2,0.2,0.0,1.4,1.4,0.0,0.0,0.0,1.6,2.9,1.5,0.7,2.0,0.0,0.0,3.6,0.7,0.9,0.0,0.0,1.9,0.0,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.0,0.8,0.2,0.1,0.5,0.0,0.0,0.3,0.6,0.2,0.1,0.0,0.0,0.1,0.0,0.6,0.0,0.0,1.1,0.2,1.1,0.0,0.0,0.6,0.4,0.1,0.0,0.9,0.1,0.8,0.7,0.3,15.2,0.0,0.5,0.8,0.6,0.3,0.0,1.9,0.1,1.6
ultimately,0.1,0.8,1.8,0.0,0.2,5.5,0.3,0.2,2.5,0.6,6.9,0.5,4.4,13.7,0.1,0.6,0.6,0.2,1.7,1.4,1.6,1.1,0.0,0.1,0.4,0.0,6.0,0.6,0.6,3.1,0.2,0.4,0.1,0.8,0.0,0.0,3.2,0.1,1.0,0.2,9.5,13.0,0.1,0.0,0.0,5.8,9.1,8.0,1.5,4.3,1.2,0.3,23.4,4.0,1.2,0.0,0.0,3.3,0.5,4.1,0.2,0.7,0.0,0.0,0.2,0.0,1.0,4.7,0.0,0.1,0.0,1.1,1.6,3.9,1.2,0.2,3.9,3.3,0.2,0.6,0.0,0.2,0.3,1.9,0.6,0.0,0.3,5.7,0.1,10.7,0.0,0.0,1.6,2.7,2.4,0.0,2.0,0.5,14.4,3.9,1.0,61.0,0.5,0.0,0.5,1.6,0.3,0.0,6.0,0.3,3.5
uniform,0.0,0.7,1.0,0.0,0.2,7.9,0.0,0.0,0.8,0.6,0.1,0.2,1.1,3.0,0.0,0.0,1.1,0.0,1.1,0.0,0.1,1.9,0.0,0.0,0.2,0.0,1.3,0.0,0.3,0.2,0.1,0.1,0.0,0.3,0.0,0.0,1.3,0.5,0.3,0.1,1.4,2.3,0.0,0.1,0.0,3.1,3.4,0.4,1.8,1.7,0.1,0.1,7.9,2.0,0.7,0.0,0.1,2.4,0.2,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,2.3,0.0,0.4,0.0,0.1,0.4,0.7,0.3,0.0,0.7,1.3,0.0,0.4,0.1,0.1,0.0,0.5,5.5,0.0,0.1,2.2,0.4,5.3,0.0,0.0,0.4,0.1,0.7,0.0,1.1,0.0,4.1,0.8,0.3,25.9,0.8,0.5,0.0,1.1,2.4,0.0,0.7,0.6,0.0
unless,0.5,0.6,1.8,0.0,0.9,13.9,0.2,0.3,3.0,1.4,1.7,0.2,7.9,12.6,0.2,0.1,2.8,0.0,1.9,0.3,0.6,0.8,0.5,0.7,0.4,1.2,2.3,0.0,0.2,0.6,0.8,1.8,0.3,1.2,0.2,0.0,2.5,0.1,0.7,0.4,10.7,14.4,0.1,0.2,1.3,5.8,10.5,3.1,3.7,6.1,0.5,0.7,24.8,5.0,1.9,0.0,0.1,4.6,2.4,4.5,0.2,1.0,0.2,0.0,0.8,0.0,0.5,7.5,0.4,1.3,0.8,1.7,1.1,1.7,1.1,0.4,2.5,4.5,0.9,0.6,2.8,0.1,0.6,0.8,1.3,0.0,1.9,2.9,0.4,8.1,0.4,0.0,2.3,2.0,2.6,0.0,5.1,0.3,12.2,3.1,0.3,64.6,0.6,1.6,1.1,0.0,0.3,0.0,4.7,0.9,2.2
ut,0.1,0.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.3,0.0,0.0,0.3,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.8,0.0,0.1,0.3,4.8,3.1,0.0,0.0,0.0,1.0,2.6,0.5,0.6,0.5,0.0,2.8,4.4,1.2,0.1,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.1,0.4,1.8,0.0,0.0,0.7,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,10.5,1.6,0.1,12.5,0.3,0.3,2.4,0.3,0.0,0.0,0.8,0.0,0.5
webbys,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,1.4,0.0,1.4,1.4,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,2.1,0.7,0.7,0.0,0.0,0.0,6.3,0.7,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0
wonderful,1.0,0.9,10.4,0.0,0.8,26.5,0.0,0.7,8.3,9.6,5.6,4.6,31.3,26.4,1.1,0.5,2.6,0.2,3.5,2.6,2.6,1.6,0.3,0.6,1.0,1.2,9.3,1.4,0.8,3.1,1.0,2.9,1.3,1.5,1.0,0.0,5.8,2.7,2.8,0.5,30.3,43.1,0.5,0.8,0.0,12.4,32.2,15.2,6.6,20.8,1.3,1.7,61.6,13.0,11.9,0.0,0.7,9.9,2.1,13.9,1.8,0.0,0.5,0.3,2.2,0.0,0.6,16.7,0.8,0.3,1.6,3.5,1.9,8.2,3.2,0.7,6.4,12.1,2.0,5.0,0.4,0.5,3.4,3.6,1.5,0.0,2.6,17.2,8.4,23.6,0.3,0.0,7.9,9.9,17.3,0.0,12.2,0.3,35.3,10.4,4.2,171.5,1.9,6.0,0.7,4.7,0.8,1.4,0.0,2.5,7.0
writers,0.1,1.5,1.3,0.0,0.1,8.2,0.0,0.2,2.2,0.9,2.9,1.3,4.2,5.8,0.0,0.2,1.3,0.0,1.0,1.1,0.3,1.0,0.0,0.2,0.3,0.0,0.4,0.1,0.2,0.2,0.1,1.3,0.3,0.3,0.6,0.0,1.3,0.5,2.3,0.3,7.1,6.0,0.0,0.0,0.0,5.7,5.2,2.3,2.0,3.9,0.2,0.0,15.6,2.1,1.1,0.0,0.0,2.5,0.2,5.2,0.0,0.0,0.0,0.0,1.3,0.7,0.7,3.7,0.0,1.9,0.0,1.0,0.1,1.3,0.3,0.3,1.3,1.0,0.5,1.1,0.0,0.6,0.6,0.1,1.0,0.0,0.0,6.0,0.0,5.2,0.0,0.0,0.9,0.5,1.4,0.0,4.6,0.1,7.8,3.3,1.1,35.2,0.1,0.3,0.6,0.9,0.0,0.0,2.5,0.0,1.5
yeah,0.2,0.5,2.8,0.0,6.0,11.1,0.0,0.1,3.3,0.5,0.3,0.8,10.6,11.5,1.2,0.0,0.6,0.0,1.5,2.8,0.0,0.5,0.2,0.0,2.4,0.0,1.0,0.1,0.0,1.1,0.0,0.4,0.6,0.9,0.9,0.0,3.1,0.0,1.2,0.1,7.4,4.4,0.3,0.0,0.0,4.2,24.2,4.7,1.3,10.2,0.2,0.0,30.5,4.5,2.2,0.0,0.0,9.0,0.5,4.7,0.6,0.0,0.2,0.0,0.1,0.0,1.1,10.8,0.2,2.4,0.0,1.2,0.8,0.7,1.0,0.1,0.6,2.3,1.0,1.0,0.0,0.0,1.7,2.0,1.7,0.0,0.4,3.8,0.2,6.8,0.3,0.0,2.1,2.8,1.9,0.0,4.5,0.6,9.7,3.3,2.2,80.3,1.6,3.5,0.0,2.2,0.5,0.0,7.0,1.5,0.0
